序號, 區碼, 區名, 地段碼, 地段名, 地號, Longitude, Latitude
95,D35,龍崎區,7036,番社段,6-11,120.4234649168,22.9426022615
96,D35,龍崎區,7036,番社段,6-12,120.4234397265,22.9422616680
97,D35,龍崎區,7036,番社段,6-21,120.4235467860,22.9427530549
98,D35,龍崎區,7036,番社段,6-22,120.4236538250,22.9426459138
99,D35,龍崎區,7036,番社段,6-23,120.4235729025,22.9425800898
100,D35,龍崎區,7036,番社段,6-24,120.4234739298,22.9422587970
101,D35,龍崎區,7036,番社段,6-25,120.4235348039,22.9422561558
102,D35,龍崎區,7036,番社段,6-26,120.4237395593,22.9428416635
103,D35,龍崎區,7036,番社段,6-31,120.4237317660,22.9426460998
104,D35,龍崎區,7036,番社段,6-32,120.4235605582,22.9421881786
105,D35,龍崎區,7036,番社段,6-36,120.4235833575,22.9419916187
106,D35,龍崎區,7036,番社段,6-40,120.4234741595,22.9424144729
107,D35,龍崎區,7036,番社段,6-41,120.4233630306,22.9420531822
108,D35,龍崎區,7036,番社段,8,120.4206259748,22.9423343720
109,D35,龍崎區,7036,番社段,9,120.4227229322,22.9419628530
110,D35,龍崎區,7036,番社段,9-1,120.4220368637,22.9421127768
111,D35,龍崎區,7036,番社段,9-3,120.4222948440,22.9417379955
112,D35,龍崎區,7036,番社段,9-4,120.4216219794,22.9412393908
113,D35,龍崎區,7036,番社段,9-5,120.4230550005,22.9416143910
114,D35,龍崎區,7036,番社段,9-6,120.4230408136,22.9413771754
115,D35,龍崎區,7036,番社段,9-7,120.4232903456,22.9417754499
116,D35,龍崎區,7036,番社段,9-9,120.4227478043,22.9414681413
117,D35,龍崎區,7036,番社段,9-11,120.4231641813,22.9416903244
118,D35,龍崎區,7036,番社段,9-12,120.4231080245,22.9419225308
119,D35,龍崎區,7036,番社段,9-13,120.4228952332,22.9408811065
120,D35,龍崎區,7036,番社段,9-14,120.4227752602,22.9408606577
121,D35,龍崎區,7036,番社段,9-15,120.4224217302,22.9411516521
122,D35,龍崎區,7036,番社段,9-16,120.4224916592,22.9411847017
123,D35,龍崎區,7036,番社段,9-17,120.4232993836,22.9418539028
124,D35,龍崎區,7036,番社段,9-18,120.4232989440,22.9417160874
125,D35,龍崎區,7036,番社段,9-19,120.4232320242,22.9417293115
126,D35,龍崎區,7036,番社段,9-20,120.4231598939,22.9416352146
127,D35,龍崎區,7036,番社段,9-21,120.4232332061,22.9415785460
128,D35,龍崎區,7036,番社段,9-22,120.4233676542,22.9407569233
129,D35,龍崎區,7036,番社段,9-23,120.4229039487,22.9411369989
130,D35,龍崎區,7036,番社段,9-24,120.4232166629,22.9412319893
131,D35,龍崎區,7036,番社段,9-25,120.4231425022,22.9413285131
132,D35,龍崎區,7036,番社段,9-27,120.4232484870,22.9406542176
133,D35,龍崎區,7036,番社段,9-28,120.4233738302,22.9419017618
134,D35,龍崎區,7036,番社段,9-29,120.4233459047,22.9417288534
135,D35,龍崎區,7036,番社段,9-30,120.4232488803,22.9414477856
136,D35,龍崎區,7036,番社段,9-31,120.4232372339,22.9410904730
137,D35,龍崎區,7036,番社段,9-32,120.4231946300,22.9412272482
138,D35,龍崎區,7036,番社段,9-33,120.4234405558,22.9411417306
139,D35,龍崎區,7036,番社段,9-34,120.4232575725,22.9412668750
140,D35,龍崎區,7036,番社段,9-35,120.4235190111,22.9414472461
141,D35,龍崎區,7036,番社段,9-36,120.4233108924,22.9416189730
142,D35,龍崎區,7036,番社段,9-37,120.4234204936,22.9408210836
143,D35,龍崎區,7036,番社段,9-39,120.4232622777,22.9407455512
144,D35,龍崎區,7036,番社段,9-40,120.4233284321,22.9417385838
145,D35,龍崎區,7036,番社段,9-41,120.4233498527,22.9418359565
146,D35,龍崎區,7036,番社段,9-42,120.4232202347,22.9409693702
147,D35,龍崎區,7036,番社段,9-43,120.4231863557,22.9410664792
148,D35,龍崎區,7036,番社段,9-44,120.4231930946,22.9411127924
149,D35,龍崎區,7036,番社段,10,120.4254197384,22.9414144256
150,D35,龍崎區,7036,番社段,10-1,120.4251692960,22.9412048546
151,D35,龍崎區,7036,番社段,11,120.4254200109,22.9409401984
152,D35,龍崎區,7036,番社段,15,120.4244336912,22.9389667851
153,D35,龍崎區,7036,番社段,15-1,120.4249390597,22.9389847647
154,D35,龍崎區,7036,番社段,15-4,120.4259681517,22.9389472947
155,D35,龍崎區,7036,番社段,15-5,120.4259981915,22.9386239470
156,D35,龍崎區,7036,番社段,15-6,120.4257854666,22.9385721959
157,D35,龍崎區,7036,番社段,15-7,120.4258580037,22.9387976065
158,D35,龍崎區,7036,番社段,15-8,120.4259142073,22.9392242116
159,D35,龍崎區,7036,番社段,15-9,120.4259643490,22.9388600464
160,D35,龍崎區,7036,番社段,15-10,120.4259880411,22.9387851363
161,D35,龍崎區,7036,番社段,16,120.4243184569,22.9386155303
162,D35,龍崎區,7036,番社段,16-1,120.4242811088,22.9385382470
163,D35,龍崎區,7036,番社段,16-2,120.4240058671,22.9387201762
164,D35,龍崎區,7036,番社段,16-3,120.4237297492,22.9393209841
165,D35,龍崎區,7036,番社段,16-4,120.4239472807,22.9400166035
166,D35,龍崎區,7036,番社段,16-5,120.4232201061,22.9394905356
167,D35,龍崎區,7036,番社段,16-6,120.4221215389,22.9391272557
168,D35,龍崎區,7036,番社段,16-7,120.4231783218,22.9388691558
169,D35,龍崎區,7036,番社段,16-8,120.4229302430,22.9383326273
170,D35,龍崎區,7036,番社段,16-9,120.4238998252,22.9383500203
171,D35,龍崎區,7036,番社段,16-10,120.4235389048,22.9382225382
172,D35,龍崎區,7036,番社段,16-11,120.4240094368,22.9378530200
173,D35,龍崎區,7036,番社段,16-12,120.4226809981,22.9377239327
174,D35,龍崎區,7036,番社段,16-13,120.4229518040,22.9401361025
175,D35,龍崎區,7036,番社段,16-14,120.4230145258,22.9403742508
176,D35,龍崎區,7036,番社段,16-15,120.4226069524,22.9399779043
177,D35,龍崎區,7036,番社段,16-16,120.4228348347,22.9395861228
178,D35,龍崎區,7036,番社段,16-17,120.4224985083,22.9395629291
179,D35,龍崎區,7036,番社段,16-18,120.4224895826,22.9392298085
180,D35,龍崎區,7036,番社段,16-19,120.4226088950,22.9391251564
181,D35,龍崎區,7036,番社段,16-20,120.4223213077,22.9385723193
182,D35,龍崎區,7036,番社段,16-21,120.4220201624,22.9386115463
183,D35,龍崎區,7036,番社段,16-22,120.4225132152,22.9381263272
184,D35,龍崎區,7036,番社段,16-23,120.4223394019,22.9380721572
185,D35,龍崎區,7036,番社段,16-24,120.4226061144,22.9379624308
186,D35,龍崎區,7036,番社段,16-25,120.4224764975,22.9378631485
187,D35,龍崎區,7036,番社段,16-26,120.4228829951,22.9377138872
188,D35,龍崎區,7036,番社段,16-27,120.4228060749,22.9377872685
189,D35,龍崎區,7036,番社段,16-28,120.4228620633,22.9378851231
190,D35,龍崎區,7036,番社段,16-29,120.4233562029,22.9405554106
191,D35,龍崎區,7036,番社段,16-30,120.4229241022,22.9399923287
192,D35,龍崎區,7036,番社段,16-31,120.4227914652,22.9399854877
193,D35,龍崎區,7036,番社段,16-32,120.4231811788,22.9403681399
194,D35,龍崎區,7036,番社段,16-33,120.4231995387,22.9405608727
195,D35,龍崎區,7036,番社段,16-34,120.4232932408,22.9403188921
196,D35,龍崎區,7036,番社段,16-35,120.4228124185,22.9397736184
197,D35,龍崎區,7036,番社段,16-36,120.4227675705,22.9398252411
198,D35,龍崎區,7036,番社段,16-37,120.4226565840,22.9393568153
199,D35,龍崎區,7036,番社段,16-38,120.4226875368,22.9395864657
200,D35,龍崎區,7036,番社段,16-39,120.4226753338,22.9397949551
201,D35,龍崎區,7036,番社段,16-40,120.4227606490,22.9397135354
202,D35,龍崎區,7036,番社段,16-41,120.4225400748,22.9393450520
203,D35,龍崎區,7036,番社段,16-42,120.4224744333,22.9390405922
204,D35,龍崎區,7036,番社段,16-43,120.4224624949,22.9391068473
205,D35,龍崎區,7036,番社段,16-44,120.4224094331,22.9390476743
206,D35,龍崎區,7036,番社段,16-45,120.4224124037,22.9389745636
207,D35,龍崎區,7036,番社段,16-46,120.4224419375,22.9385254005
208,D35,龍崎區,7036,番社段,16-47,120.4225489082,22.9387021693
209,D35,龍崎區,7036,番社段,16-48,120.4226019323,22.9392434896
210,D35,龍崎區,7036,番社段,16-49,120.4226710211,22.9381962620
211,D35,龍崎區,7036,番社段,16-50,120.4228290331,22.9383011009
212,D35,龍崎區,7036,番社段,16-51,120.4230055956,22.9380458142
213,D35,龍崎區,7036,番社段,16-52,120.4227632432,22.9380084570
214,D35,龍崎區,7036,番社段,16-53,120.4232855749,22.9377901204
215,D35,龍崎區,7036,番社段,16-54,120.4229486234,22.9377780316
216,D35,龍崎區,7036,番社段,16-55,120.4232085474,22.9377305517
217,D35,龍崎區,7036,番社段,16-56,120.4234158875,22.9404939793
218,D35,龍崎區,7036,番社段,16-57,120.4231433514,22.9400598730
219,D35,龍崎區,7036,番社段,16-58,120.4229549325,22.9397699223
220,D35,龍崎區,7036,番社段,16-59,120.4227308963,22.9393786803
221,D35,龍崎區,7036,番社段,16-60,120.4228165093,22.9395827472
222,D35,龍崎區,7036,番社段,16-61,120.4226291833,22.9392242266
223,D35,龍崎區,7036,番社段,16-62,120.4226132555,22.9387515204
224,D35,龍崎區,7036,番社段,16-63,120.4225854879,22.9391346106
225,D35,龍崎區,7036,番社段,16-64,120.4228807836,22.9383294781
226,D35,龍崎區,7036,番社段,16-65,120.4230779390,22.9380806081
227,D35,龍崎區,7036,番社段,16-66,120.4232933655,22.9378121850
228,D35,龍崎區,7036,番社段,16-67,120.4232306828,22.9379338438
229,D35,龍崎區,7036,番社段,16-68,120.4232197095,22.9379024175
230,D35,龍崎區,7036,番社段,16-70,120.4230299458,22.9377916469
231,D35,龍崎區,7036,番社段,16-71,120.4229664175,22.9378963534
232,D35,龍崎區,7036,番社段,16-72,120.4229208297,22.9380149651
233,D35,龍崎區,7036,番社段,16-73,120.4231208529,22.9381234767
234,D35,龍崎區,7036,番社段,16-74,120.4227978065,22.9382413737
235,D35,龍崎區,7036,番社段,16-76,120.4225165355,22.9392055702
236,D35,龍崎區,7036,番社段,16-77,120.4225388026,22.9391500960
237,D35,龍崎區,7036,番社段,16-79,120.4227525441,22.9395630136
238,D35,龍崎區,7036,番社段,16-80,120.4226077172,22.9394204374
239,D35,龍崎區,7036,番社段,16-81,120.4225559449,22.9393195860
240,D35,龍崎區,7036,番社段,16-82,120.4229245604,22.9395658058
241,D35,龍崎區,7036,番社段,16-83,120.4233123498,22.9401911684
242,D35,龍崎區,7036,番社段,16-84,120.4230389552,22.9400313307
243,D35,龍崎區,7036,番社段,16-85,120.4228848467,22.9399046742
244,D35,龍崎區,7036,番社段,16-86,120.4230094822,22.9401391145
245,D35,龍崎區,7036,番社段,16-87,120.4230521243,22.9402140353
246,D35,龍崎區,7036,番社段,16-88,120.4232145312,22.9403376339
247,D35,龍崎區,7036,番社段,16-89,120.4227654249,22.9388000672
248,D35,龍崎區,7036,番社段,16-90,120.4229216894,22.9398248653
249,D35,龍崎區,7036,番社段,16-91,120.4228628703,22.9398625874
250,D35,龍崎區,7036,番社段,16-92,120.4231522485,22.9378370335
251,D35,龍崎區,7036,番社段,17,120.4250194087,22.9374754922
252,D35,龍崎區,7036,番社段,17-1,120.4255132415,22.9379393248
253,D35,龍崎區,7036,番社段,17-2,120.4250724819,22.9378882055
254,D35,龍崎區,7036,番社段,18,120.4248758954,22.9372122192
255,D35,龍崎區,7036,番社段,19,120.4252961711,22.9370653716
256,D35,龍崎區,7036,番社段,19-1,120.4253626679,22.9369057577
257,D35,龍崎區,7036,番社段,19-2,120.4255218003,22.9373546328
258,D35,龍崎區,7036,番社段,19-3,120.4257554513,22.9363045967
259,D35,龍崎區,7036,番社段,19-4,120.4255977726,22.9368807579
260,D35,龍崎區,7036,番社段,19-5,120.4257005410,22.9367660965
261,D35,龍崎區,7036,番社段,19-6,120.4255262007,22.9364345277
262,D35,龍崎區,7036,番社段,19-7,120.4255574600,22.9360274330
263,D35,龍崎區,7036,番社段,20,120.4248542398,22.9368530796
264,D35,龍崎區,7036,番社段,20-1,120.4250488338,22.9370643417
265,D35,龍崎區,7036,番社段,20-2,120.4246132517,22.9369561952
266,D35,龍崎區,7036,番社段,20-3,120.4244016489,22.9364346320
267,D35,龍崎區,7036,番社段,20-4,120.4238275266,22.9371518350
268,D35,龍崎區,7036,番社段,20-5,120.4231128025,22.9369373224
269,D35,龍崎區,7036,番社段,20-6,120.4224193333,22.9375487851
270,D35,龍崎區,7036,番社段,20-7,120.4220200403,22.9374494150
271,D35,龍崎區,7036,番社段,20-8,120.4227550608,22.9375167435
272,D35,龍崎區,7036,番社段,20-9,120.4226468142,22.9375438921
273,D35,龍崎區,7036,番社段,20-10,120.4227583794,22.9372991448
274,D35,龍崎區,7036,番社段,20-12,120.4224588355,22.9369909146
275,D35,龍崎區,7036,番社段,20-14,120.4230062361,22.9374324309
276,D35,龍崎區,7036,番社段,20-15,120.4228840075,22.9375116089
277,D35,龍崎區,7036,番社段,20-17,120.4228414071,22.9371688745
278,D35,龍崎區,7036,番社段,20-18,120.4226963624,22.9368992408
279,D35,龍崎區,7036,番社段,20-19,120.4227404948,22.9369599007
280,D35,龍崎區,7036,番社段,20-20,120.4227073592,22.9368131056
281,D35,龍崎區,7036,番社段,20-21,120.4233027359,22.9377243866
282,D35,龍崎區,7036,番社段,20-22,120.4229217189,22.9371238925
283,D35,龍崎區,7036,番社段,20-23,120.4232076483,22.9374305941
284,D35,龍崎區,7036,番社段,20-24,120.4230161704,22.9370789978
285,D35,龍崎區,7036,番社段,20-25,120.4231734417,22.9375242607
286,D35,龍崎區,7036,番社段,20-26,120.4231285547,22.9375698050
287,D35,龍崎區,7036,番社段,20-27,120.4232919838,22.9377368918
288,D35,龍崎區,7036,番社段,20-28,120.4230221528,22.9376088873
289,D35,龍崎區,7036,番社段,20-29,120.4229052404,22.9371613842
290,D35,龍崎區,7036,番社段,20-30,120.4218499842,22.9371172753
291,D35,龍崎區,7036,番社段,21,120.4249285901,22.9365250007
292,D35,龍崎區,7036,番社段,22,120.4254823115,22.9366475133
293,D35,龍崎區,7036,番社段,23,120.4253768027,22.9364166794
294,D35,龍崎區,7036,番社段,24,120.4253012464,22.9362818853
295,D35,龍崎區,7036,番社段,24-2,120.4251541503,22.9359539376
296,D35,龍崎區,7036,番社段,25-5,120.4234422795,22.9363873622
297,D35,龍崎區,7036,番社段,25-6,120.4228873623,22.9362366783
298,D35,龍崎區,7036,番社段,25-7,120.4210661809,22.9371972414
299,D35,龍崎區,7036,番社段,25-8,120.4220157356,22.9365950910
300,D35,龍崎區,7036,番社段,25-9,120.4217524132,22.9366775369
301,D35,龍崎區,7036,番社段,25-10,120.4222377379,22.9365970605
302,D35,龍崎區,7036,番社段,25-11,120.4224943395,22.9366705236
303,D35,龍崎區,7036,番社段,25-12,120.4225141555,22.9365712104
304,D35,龍崎區,7036,番社段,25-13,120.4225928454,22.9364875359
305,D35,龍崎區,7036,番社段,25-14,120.4222463526,22.9364882129
306,D35,龍崎區,7036,番社段,25-15,120.4224589037,22.9365875271
307,D35,龍崎區,7036,番社段,25-16,120.4228663604,22.9367248463
308,D35,龍崎區,7036,番社段,200,120.4169593019,22.9361440071
309,D35,龍崎區,7036,番社段,204,120.4173147383,22.9370231553
310,D35,龍崎區,7036,番社段,205,120.4176228363,22.9369196274
311,D35,龍崎區,7036,番社段,206,120.4180725445,22.9367778559
312,D35,龍崎區,7036,番社段,208,120.4180340057,22.9363597994
313,D35,龍崎區,7036,番社段,209,120.4189632390,22.9365806002
314,D35,龍崎區,7036,番社段,209-1,120.4177348642,22.9365573781
315,D35,龍崎區,7036,番社段,214-3,120.4183746674,22.9361241759
316,D35,龍崎區,7036,番社段,217-5,120.4211193548,22.9363769803
317,D35,龍崎區,7036,番社段,217-6,120.4201727155,22.9370092201
318,D35,龍崎區,7036,番社段,217-10,120.4214706301,22.9361485854
319,D35,龍崎區,7036,番社段,217-14,120.4217508792,22.9361964919
320,D35,龍崎區,7036,番社段,217-15,120.4219436303,22.9361474031
321,D35,龍崎區,7036,番社段,217-27,120.4202798779,22.9357516536
322,D35,龍崎區,7036,番社段,217-30,120.4220478737,22.9361413963
323,D35,龍崎區,7036,番社段,217-37,120.4221453208,22.9363904858
324,D35,龍崎區,7036,番社段,223,120.4201901651,22.9383216401
325,D35,龍崎區,7036,番社段,224,120.4198697903,22.9383554144
326,D35,龍崎區,7036,番社段,224-1,120.4203612131,22.9385066441
327,D35,龍崎區,7036,番社段,224-2,120.4193733074,22.9383010429
328,D35,龍崎區,7036,番社段,224-3,120.4191205043,22.9384304086
329,D35,龍崎區,7036,番社段,224-4,120.4196286358,22.9383075890
330,D35,龍崎區,7036,番社段,224-5,120.4187566678,22.9382277372
331,D35,龍崎區,7036,番社段,224-6,120.4183965636,22.9379432921
332,D35,龍崎區,7036,番社段,224-7,120.4181127656,22.9377635307
333,D35,龍崎區,7036,番社段,224-8,120.4200405762,22.9378923741
334,D35,龍崎區,7036,番社段,224-9,120.4196810790,22.9381381980
335,D35,龍崎區,7036,番社段,224-10,120.4197865742,22.9386140852
336,D35,龍崎區,7036,番社段,224-11,120.4205636171,22.9384559181
337,D35,龍崎區,7036,番社段,224-12,120.4209097155,22.9385580773
338,D35,龍崎區,7036,番社段,224-13,120.4211826021,22.9387022931
339,D35,龍崎區,7036,番社段,224-14,120.4207458628,22.9379922517
340,D35,龍崎區,7036,番社段,224-15,120.4213683325,22.9382207655
341,D35,龍崎區,7036,番社段,224-16,120.4216568762,22.9382584342
342,D35,龍崎區,7036,番社段,224-17,120.4217029077,22.9380440969
343,D35,龍崎區,7036,番社段,224-18,120.4220733536,22.9377690759
344,D35,龍崎區,7036,番社段,225,120.4205737037,22.9392619644
345,D35,龍崎區,7036,番社段,225-1,120.4205282463,22.9389048711
346,D35,龍崎區,7036,番社段,225-2,120.4209067474,22.9388750532
347,D35,龍崎區,7036,番社段,225-3,120.4217477064,22.9393629862
348,D35,龍崎區,7036,番社段,225-4,120.4210625376,22.9394596789
349,D35,龍崎區,7036,番社段,225-5,120.4204422732,22.9398277055
350,D35,龍崎區,7036,番社段,225-6,120.4216709091,22.9400433831
351,D35,龍崎區,7036,番社段,225-7,120.4224745908,22.9402143548
352,D35,龍崎區,7036,番社段,225-8,120.4228365752,22.9403396412
353,D35,龍崎區,7036,番社段,225-9,120.4224595334,22.9404967873
354,D35,龍崎區,7036,番社段,225-10,120.4225863472,22.9399030595
355,D35,龍崎區,7036,番社段,225-11,120.4227248944,22.9401131983
356,D35,龍崎區,7036,番社段,225-12,120.4227498140,22.9400884310
357,D35,龍崎區,7036,番社段,226,120.4200909132,22.9391214899
358,D35,龍崎區,7036,番社段,226-1,120.4197149498,22.9399305655
359,D35,龍崎區,7036,番社段,226-2,120.4188502489,22.9398306898
360,D35,龍崎區,7036,番社段,226-3,120.4192485003,22.9395053580
361,D35,龍崎區,7036,番社段,226-4,120.4197673023,22.9391282902
362,D35,龍崎區,7036,番社段,226-5,120.4193644966,22.9390018176
363,D35,龍崎區,7036,番社段,226-6,120.4184606062,22.9389101820
364,D35,龍崎區,7036,番社段,226-7,120.4181097247,22.9386874333
365,D35,龍崎區,7036,番社段,226-12,120.4199487845,22.9394651410
366,D35,龍崎區,7036,番社段,226-13,120.4194397949,22.9397451553
367,D35,龍崎區,7036,番社段,226-14,120.4191982796,22.9398761483
368,D35,龍崎區,7036,番社段,226-15,120.4166472832,22.9385256780
369,D35,龍崎區,7036,番社段,227,120.4190462278,22.9400908546
370,D35,龍崎區,7036,番社段,227-1,120.4189794898,22.9403606162
371,D35,龍崎區,7036,番社段,228,120.4189455442,22.9400595926
372,D35,龍崎區,7036,番社段,229,120.4185206173,22.9401775656
373,D35,龍崎區,7036,番社段,229-1,120.4184887404,22.9406278978
374,D35,龍崎區,7036,番社段,230,120.4183506553,22.9405047863
375,D35,龍崎區,7036,番社段,231,120.4181489266,22.9405529001
376,D35,龍崎區,7036,番社段,232,120.4174505829,22.9406673573
377,D35,龍崎區,7036,番社段,232-1,120.4173547040,22.9412320074
378,D35,龍崎區,7036,番社段,794,120.4232511406,22.9406235340
379,D35,龍崎區,7036,番社段,795,120.4224886872,22.9413352430
380,D35,龍崎區,7036,番社段,796,120.4227689543,22.9406807713
381,D35,龍崎區,7036,番社段,796-1,120.4220512954,22.9406159524
382,D35,龍崎區,7036,番社段,797,120.4202228618,22.9408705810
383,D35,龍崎區,7036,番社段,797-1,120.4192608711,22.9416395761
384,D35,龍崎區,7036,番社段,797-2,120.4207527214,22.9420007003
385,D35,龍崎區,7036,番社段,797-3,120.4202911974,22.9423182345
386,D35,龍崎區,7036,番社段,797-4,120.4212790161,22.9422653001
387,D35,龍崎區,7036,番社段,798,120.4170453456,22.9392298380
388,D35,龍崎區,7036,番社段,799,120.4174989474,22.9380347726
389,D35,龍崎區,7036,番社段,19-8,120.4255441584,22.9362355637
