序號, 區碼, 區名, 地段碼, 地段名, 地號, Longitude, Latitude
133,D31,左鎮區,6754,左鎮段,95,120.4107547709,23.0739591689
134,D31,左鎮區,6754,左鎮段,96,120.4110459368,23.0733115552
135,D31,左鎮區,6754,左鎮段,97,120.4121492702,23.0734570142
136,D31,左鎮區,6754,左鎮段,98,120.4121959355,23.0728646676
137,D31,左鎮區,6754,左鎮段,99,120.4118051362,23.0730349154
138,D31,左鎮區,6754,左鎮段,100,120.4117723982,23.0727291565
139,D31,左鎮區,6754,左鎮段,101,120.4117063320,23.0724638675
140,D31,左鎮區,6754,左鎮段,102,120.4117652944,23.0721332975
141,D31,左鎮區,6754,左鎮段,103,120.4115386036,23.0723932364
142,D31,左鎮區,6754,左鎮段,104,120.4114602626,23.0729229161
143,D31,左鎮區,6754,左鎮段,105,120.4106199518,23.0725342932
144,D31,左鎮區,6754,左鎮段,106,120.4081727782,23.0718542474
145,D31,左鎮區,6754,左鎮段,182-2,120.4130664110,23.0674041917
146,D31,左鎮區,6754,左鎮段,182-4,120.4125681706,23.0676499763
147,D31,左鎮區,6754,左鎮段,191,120.4144055800,23.0682675359
148,D31,左鎮區,6754,左鎮段,191-1,120.4148848651,23.0684399120
149,D31,左鎮區,6754,左鎮段,191-2,120.4150010051,23.0676844413
150,D31,左鎮區,6754,左鎮段,191-3,120.4152515770,23.0680952599
151,D31,左鎮區,6754,左鎮段,192,120.4154779432,23.0676319971
152,D31,左鎮區,6754,左鎮段,195-4,120.4166830724,23.0675421725
153,D31,左鎮區,6754,左鎮段,1095,120.4094073520,23.0737719096
154,D31,左鎮區,6754,左鎮段,1097,120.4106118805,23.0736662532
155,D31,左鎮區,6754,左鎮段,1098,120.4106614497,23.0732079226
156,D31,左鎮區,6754,左鎮段,1099,120.4111254536,23.0732600138
157,D31,左鎮區,6754,左鎮段,1100,120.4114020527,23.0728767559
158,D31,左鎮區,6754,左鎮段,1101,120.4118808784,23.0728701428
159,D31,左鎮區,6754,左鎮段,1102,120.4122031238,23.0727935683
160,D31,左鎮區,6754,左鎮段,1103,120.4085787596,23.0728075661
161,D31,左鎮區,6754,左鎮段,1104,120.4083230270,23.0730840103
162,D31,左鎮區,6754,左鎮段,1357,120.4146145136,23.0689218200
163,D31,左鎮區,6754,左鎮段,1358,120.4148083319,23.0689003618
164,D31,左鎮區,6754,左鎮段,1359,120.4135799846,23.0677810099
165,D31,左鎮區,6754,左鎮段,1359-1,120.4130154536,23.0686591703
166,D31,左鎮區,6754,左鎮段,161,120.4079379347,23.0621532944
167,D31,左鎮區,6754,左鎮段,161-1,120.4081723573,23.0625626085
168,D31,左鎮區,6754,左鎮段,161-3,120.4088040161,23.0633079392
169,D31,左鎮區,6754,左鎮段,161-4,120.4085487045,23.0625519006
170,D31,左鎮區,6754,左鎮段,164,120.4081130874,23.0627483677
171,D31,左鎮區,6754,左鎮段,165,120.4081679544,23.0629977011
172,D31,左鎮區,6754,左鎮段,166,120.4083255416,23.0631244434
173,D31,左鎮區,6754,左鎮段,166-1,120.4082040477,23.0632930539
174,D31,左鎮區,6754,左鎮段,167,120.4091451973,23.0631450186
175,D31,左鎮區,6754,左鎮段,168,120.4090530501,23.0635452927
176,D31,左鎮區,6754,左鎮段,169-1,120.4080959828,23.0643787103
177,D31,左鎮區,6754,左鎮段,170,120.4083397859,23.0643142638
178,D31,左鎮區,6754,左鎮段,171,120.4082160834,23.0646573295
179,D31,左鎮區,6754,左鎮段,174,120.4080523582,23.0663177556
180,D31,左鎮區,6754,左鎮段,175,120.4083929283,23.0668879922
181,D31,左鎮區,6754,左鎮段,176,120.4095210166,23.0675168446
182,D31,左鎮區,6754,左鎮段,177,120.4097872423,23.0672697608
183,D31,左鎮區,6754,左鎮段,178,120.4097401963,23.0652008587
184,D31,左鎮區,6754,左鎮段,179,120.4104122424,23.0647812528
185,D31,左鎮區,6754,左鎮段,179-1,120.4098195530,23.0648518588
186,D31,左鎮區,6754,左鎮段,180,120.4104159314,23.0650309565
187,D31,左鎮區,6754,左鎮段,181,120.4101331862,23.0653737393
188,D31,左鎮區,6754,左鎮段,181-1,120.4112729589,23.0656705178
189,D31,左鎮區,6754,左鎮段,181-2,120.4111355489,23.0660740538
190,D31,左鎮區,6754,左鎮段,181-3,120.4122629620,23.0658730160
191,D31,左鎮區,6754,左鎮段,181-4,120.4099585045,23.0660054468
192,D31,左鎮區,6754,左鎮段,181-5,120.4101664285,23.0666584138
193,D31,左鎮區,6754,左鎮段,181-6,120.4095272795,23.0666294098
194,D31,左鎮區,6754,左鎮段,181-7,120.4096650373,23.0668119041
195,D31,左鎮區,6754,左鎮段,181-8,120.4100391387,23.0667801604
196,D31,左鎮區,6754,左鎮段,181-9,120.4094519957,23.0658972550
197,D31,左鎮區,6754,左鎮段,181-10,120.4116536281,23.0658172605
198,D31,左鎮區,6754,左鎮段,182,120.4126787671,23.0663052003
199,D31,左鎮區,6754,左鎮段,182-1,120.4131174609,23.0667016259
200,D31,左鎮區,6754,左鎮段,182-3,120.4125879469,23.0668563556
201,D31,左鎮區,6754,左鎮段,183,120.4131168273,23.0651756363
202,D31,左鎮區,6754,左鎮段,184,120.4130487312,23.0645305128
203,D31,左鎮區,6754,左鎮段,185,120.4133601802,23.0645997786
204,D31,左鎮區,6754,左鎮段,186,120.4141325196,23.0649166342
205,D31,左鎮區,6754,左鎮段,187,120.4141522231,23.0642566461
206,D31,左鎮區,6754,左鎮段,187-1,120.4150128267,23.0636427116
207,D31,左鎮區,6754,左鎮段,188,120.4146528388,23.0643061972
208,D31,左鎮區,6754,左鎮段,189,120.4141985178,23.0655638410
209,D31,左鎮區,6754,左鎮段,189-1,120.4140732494,23.0666571378
210,D31,左鎮區,6754,左鎮段,189-2,120.4146778207,23.0657174786
211,D31,左鎮區,6754,左鎮段,190,120.4138660019,23.0658965480
212,D31,左鎮區,6754,左鎮段,195-5,120.4159527872,23.0674113686
213,D31,左鎮區,6754,左鎮段,211,120.4164402328,23.0657627360
214,D31,左鎮區,6754,左鎮段,211-1,120.4159909809,23.0656992230
215,D31,左鎮區,6754,左鎮段,211-2,120.4164519813,23.0654646037
216,D31,左鎮區,6754,左鎮段,211-3,120.4166822094,23.0657294333
217,D31,左鎮區,6754,左鎮段,211-4,120.4164181277,23.0652530242
218,D31,左鎮區,6754,左鎮段,211-5,120.4165126606,23.0649726599
219,D31,左鎮區,6754,左鎮段,212,120.4166861770,23.0661643687
220,D31,左鎮區,6754,左鎮段,213,120.4159938622,23.0659102767
221,D31,左鎮區,6754,左鎮段,214,120.4156601805,23.0658480537
222,D31,左鎮區,6754,左鎮段,215,120.4162040890,23.0653629294
223,D31,左鎮區,6754,左鎮段,215-1,120.4162918896,23.0652836924
224,D31,左鎮區,6754,左鎮段,216,120.4164347252,23.0651321111
225,D31,左鎮區,6754,左鎮段,216-1,120.4163347326,23.0650727647
226,D31,左鎮區,6754,左鎮段,218,120.4139445265,23.0625171100
227,D31,左鎮區,6754,左鎮段,218-1,120.4129522412,23.0623230194
228,D31,左鎮區,6754,左鎮段,218-2,120.4131979849,23.0617973408
229,D31,左鎮區,6754,左鎮段,218-3,120.4125541819,23.0625259823
230,D31,左鎮區,6754,左鎮段,218-4,120.4123837010,23.0625499100
231,D31,左鎮區,6754,左鎮段,219,120.4120740162,23.0638612104
232,D31,左鎮區,6754,左鎮段,219-1,120.4124187871,23.0636953174
233,D31,左鎮區,6754,左鎮段,219-2,120.4133351057,23.0640134328
234,D31,左鎮區,6754,左鎮段,219-3,120.4126138233,23.0636739267
235,D31,左鎮區,6754,左鎮段,219-4,120.4121082066,23.0633419682
236,D31,左鎮區,6754,左鎮段,219-5,120.4115345385,23.0632186435
237,D31,左鎮區,6754,左鎮段,219-6,120.4121292984,23.0640581290
238,D31,左鎮區,6754,左鎮段,221,120.4122602336,23.0647161284
239,D31,左鎮區,6754,左鎮段,222,120.4121838835,23.0647887786
240,D31,左鎮區,6754,左鎮段,223,120.4120840669,23.0648025078
241,D31,左鎮區,6754,左鎮段,224,120.4119496648,23.0648791642
242,D31,左鎮區,6754,左鎮段,225,120.4117613862,23.0645679082
243,D31,左鎮區,6754,左鎮段,226,120.4119309514,23.0643892800
244,D31,左鎮區,6754,左鎮段,227,120.4120238233,23.0640478300
245,D31,左鎮區,6754,左鎮段,227-1,120.4118176362,23.0640251481
246,D31,左鎮區,6754,左鎮段,228,120.4117740407,23.0641371347
247,D31,左鎮區,6754,左鎮段,228-1,120.4117332572,23.0640598340
248,D31,左鎮區,6754,左鎮段,229,120.4114363833,23.0645203617
249,D31,左鎮區,6754,左鎮段,229-1,120.4111567726,23.0646455890
250,D31,左鎮區,6754,左鎮段,230,120.4110273895,23.0653146141
251,D31,左鎮區,6754,左鎮段,232,120.4114325452,23.0638363749
252,D31,左鎮區,6754,左鎮段,232-1,120.4112959820,23.0639628028
253,D31,左鎮區,6754,左鎮段,233,120.4111291661,23.0635825831
254,D31,左鎮區,6754,左鎮段,233-1,120.4110746432,23.0631923952
255,D31,左鎮區,6754,左鎮段,234,120.4107780461,23.0637896535
256,D31,左鎮區,6754,左鎮段,235,120.4102857174,23.0638332983
257,D31,左鎮區,6754,左鎮段,235-1,120.4098487617,23.0640277508
258,D31,左鎮區,6754,左鎮段,235-2,120.4104581577,23.0634870194
259,D31,左鎮區,6754,左鎮段,237,120.4087593635,23.0648623767
260,D31,左鎮區,6754,左鎮段,237-1,120.4088428129,23.0651388826
261,D31,左鎮區,6754,左鎮段,237-2,120.4088853979,23.0651472051
262,D31,左鎮區,6754,左鎮段,238,120.4100492783,23.0632922049
263,D31,左鎮區,6754,左鎮段,238-1,120.4100157357,23.0628359156
264,D31,左鎮區,6754,左鎮段,239,120.4098362530,23.0624673232
265,D31,左鎮區,6754,左鎮段,240,120.4095065239,23.0620518045
266,D31,左鎮區,6754,左鎮段,241,120.4088764910,23.0620038424
267,D31,左鎮區,6754,左鎮段,242,120.4085539066,23.0618235150
268,D31,左鎮區,6754,左鎮段,243,120.4083934666,23.0614249142
269,D31,左鎮區,6754,左鎮段,252-1,120.4119913451,23.0609519180
270,D31,左鎮區,6754,左鎮段,252-3,120.4123770095,23.0615725947
271,D31,左鎮區,6754,左鎮段,252-5,120.4115896915,23.0616057399
272,D31,左鎮區,6754,左鎮段,252-6,120.4111804831,23.0611625363
273,D31,左鎮區,6754,左鎮段,252-10,120.4114920668,23.0612383934
274,D31,左鎮區,6754,左鎮段,252-11,120.4113897465,23.0612530565
275,D31,左鎮區,6754,左鎮段,252-12,120.4116416452,23.0612059607
276,D31,左鎮區,6754,左鎮段,253-1,120.4129682606,23.0609824039
277,D31,左鎮區,6754,左鎮段,253-2,120.4127620540,23.0612535819
278,D31,左鎮區,6754,左鎮段,1360,120.4147769303,23.0669153800
279,D31,左鎮區,6754,左鎮段,1361,120.4154961658,23.0666431958
280,D31,左鎮區,6754,左鎮段,1362,120.4150645397,23.0660201380
281,D31,左鎮區,6754,左鎮段,1363,120.4150359184,23.0655327715
282,D31,左鎮區,6754,左鎮段,1363-1,120.4153139036,23.0652939310
283,D31,左鎮區,6754,左鎮段,1363-2,120.4154796093,23.0647967095
284,D31,左鎮區,6754,左鎮段,1363-3,120.4150367927,23.0642769123
285,D31,左鎮區,6754,左鎮段,1364,120.4151390455,23.0646309814
286,D31,左鎮區,6754,左鎮段,1365,120.4127663156,23.0658674796
287,D31,左鎮區,6754,左鎮段,1365-1,120.4132875129,23.0653677473
288,D31,左鎮區,6754,左鎮段,1365-2,120.4131147398,23.0647003831
289,D31,左鎮區,6754,左鎮段,1365-3,120.4137739161,23.0647041014
290,D31,左鎮區,6754,左鎮段,1365-4,120.4143700685,23.0643255606
291,D31,左鎮區,6754,左鎮段,1366,120.4158857360,23.0641720814
292,D31,左鎮區,6754,左鎮段,1367,120.4142208832,23.0633345554
293,D31,左鎮區,6754,左鎮段,1379,120.4100390905,23.0622522880
294,D31,左鎮區,6754,左鎮段,1380,120.4097842902,23.0652337581
295,D31,左鎮區,6754,左鎮段,1380-1,120.4092086714,23.0652017312
296,D31,左鎮區,6754,左鎮段,1381,120.4105311165,23.0653892665
297,D31,左鎮區,6754,左鎮段,1382,120.4103385008,23.0656739432
298,D31,左鎮區,6754,左鎮段,1383,120.4106791646,23.0657820865
299,D31,左鎮區,6754,左鎮段,1384,120.4107694189,23.0659803846
300,D31,左鎮區,6754,左鎮段,1385,120.4117370089,23.0661340679
301,D31,左鎮區,6754,左鎮段,1386,120.4097925493,23.0670319564
302,D31,左鎮區,6754,左鎮段,1409,120.4095209994,23.0648651137
303,D31,左鎮區,6754,左鎮段,244,120.4103825646,23.0605713042
304,D31,左鎮區,6754,左鎮段,245,120.4103604335,23.0603669439
305,D31,左鎮區,6754,左鎮段,245-2,120.4104115915,23.0604586596
306,D31,左鎮區,6754,左鎮段,245-3,120.4105893271,23.0603942773
307,D31,左鎮區,6754,左鎮段,245-4,120.4103070931,23.0602494686
308,D31,左鎮區,6754,左鎮段,245-5,120.4104023149,23.0603147678
309,D31,左鎮區,6754,左鎮段,246,120.4107202461,23.0605583319
310,D31,左鎮區,6754,左鎮段,246-1,120.4107861245,23.0604919623
311,D31,左鎮區,6754,左鎮段,247,120.4115864400,23.0609818698
312,D31,左鎮區,6754,左鎮段,247-1,120.4114691444,23.0609803935
313,D31,左鎮區,6754,左鎮段,247-2,120.4113706394,23.0609610484
314,D31,左鎮區,6754,左鎮段,248-1,120.4116170693,23.0608149941
315,D31,左鎮區,6754,左鎮段,248-2,120.4115701563,23.0606856232
316,D31,左鎮區,6754,左鎮段,249,120.4111238298,23.0607741477
317,D31,左鎮區,6754,左鎮段,249-1,120.4114207838,23.0603472460
318,D31,左鎮區,6754,左鎮段,249-3,120.4109881533,23.0602428852
319,D31,左鎮區,6754,左鎮段,249-4,120.4112125998,23.0607110152
320,D31,左鎮區,6754,左鎮段,249-5,120.4113491026,23.0606134600
321,D31,左鎮區,6754,左鎮段,250,120.4118057498,23.0603009589
322,D31,左鎮區,6754,左鎮段,250-1,120.4118137466,23.0605306578
323,D31,左鎮區,6754,左鎮段,251,120.4118897110,23.0600525291
324,D31,左鎮區,6754,左鎮段,251-1,120.4111987930,23.0600242491
325,D31,左鎮區,6754,左鎮段,251-2,120.4115079586,23.0600951751
326,D31,左鎮區,6754,左鎮段,251-3,120.4123024308,23.0601734043
327,D31,左鎮區,6754,左鎮段,251-4,120.4120472174,23.0600724707
328,D31,左鎮區,6754,左鎮段,252,120.4122083860,23.0602634293
329,D31,左鎮區,6754,左鎮段,252-4,120.4123258930,23.0607670702
330,D31,左鎮區,6754,左鎮段,252-7,120.4113697484,23.0608486142
331,D31,左鎮區,6754,左鎮段,252-8,120.4114204612,23.0607966489
332,D31,左鎮區,6754,左鎮段,252-9,120.4110197042,23.0605968428
333,D31,左鎮區,6754,左鎮段,252-13,120.4124238405,23.0605661871
334,D31,左鎮區,6754,左鎮段,252-14,120.4122371556,23.0603676518
335,D31,左鎮區,6754,左鎮段,252-15,120.4100745486,23.0599926027
336,D31,左鎮區,6754,左鎮段,253,120.4124906650,23.0608746938
337,D31,左鎮區,6754,左鎮段,254-1,120.4126295924,23.0606217482
338,D31,左鎮區,6754,左鎮段,254-2,120.4121432316,23.0591756122
339,D31,左鎮區,6754,左鎮段,254-3,120.4125106151,23.0598512084
340,D31,左鎮區,6754,左鎮段,254-5,120.4130320413,23.0605423287
341,D31,左鎮區,6754,左鎮段,254-6,120.4128505741,23.0600413959
342,D31,左鎮區,6754,左鎮段,254-7,120.4121503134,23.0592754099
343,D31,左鎮區,6754,左鎮段,254-8,120.4125225207,23.0600789128
344,D31,左鎮區,6754,左鎮段,254-9,120.4121913235,23.0596141938
345,D31,左鎮區,6754,左鎮段,254-10,120.4117977827,23.0595512155
346,D31,左鎮區,6754,左鎮段,254-11,120.4131151942,23.0604170978
347,D31,左鎮區,6754,左鎮段,255,120.4125678116,23.0591555516
348,D31,左鎮區,6754,左鎮段,256,120.4117767359,23.0586802165
349,D31,左鎮區,6754,左鎮段,257,120.4104740570,23.0600899813
350,D31,左鎮區,6754,左鎮段,258,120.4101515950,23.0601610512
351,D31,左鎮區,6754,左鎮段,258-2,120.4101790306,23.0599341499
352,D31,左鎮區,6754,左鎮段,258-5,120.4099975157,23.0595188660
353,D31,左鎮區,6754,左鎮段,258-6,120.4096938299,23.0595310873
354,D31,左鎮區,6754,左鎮段,259,120.4097036579,23.0596791792
355,D31,左鎮區,6754,左鎮段,259-1,120.4096108930,23.0599026762
356,D31,左鎮區,6754,左鎮段,259-2,120.4100082947,23.0597873630
357,D31,左鎮區,6754,左鎮段,260,120.4093010864,23.0598737606
358,D31,左鎮區,6754,左鎮段,260-2,120.4100802164,23.0602992248
359,D31,左鎮區,6754,左鎮段,260-3,120.4098392092,23.0600505127
360,D31,左鎮區,6754,左鎮段,260-4,120.4092929896,23.0599555447
361,D31,左鎮區,6754,左鎮段,260-5,120.4092645748,23.0597398421
362,D31,左鎮區,6754,左鎮段,260-6,120.4093816188,23.0598138059
363,D31,左鎮區,6754,左鎮段,261-1,120.4095784518,23.0593412838
364,D31,左鎮區,6754,左鎮段,261-3,120.4090153893,23.0597033959
365,D31,左鎮區,6754,左鎮段,261-4,120.4091359195,23.0596502042
366,D31,左鎮區,6754,左鎮段,261-5,120.4090678098,23.0595373015
367,D31,左鎮區,6754,左鎮段,261-6,120.4091758657,23.0599522067
368,D31,左鎮區,6754,左鎮段,262,120.4089857976,23.0599896897
369,D31,左鎮區,6754,左鎮段,557-1,120.4086512111,23.0557470491
370,D31,左鎮區,6754,左鎮段,557-2,120.4084791603,23.0558979710
371,D31,左鎮區,6754,左鎮段,557-3,120.4084569401,23.0555181207
372,D31,左鎮區,6754,左鎮段,557-4,120.4084218841,23.0554649375
373,D31,左鎮區,6754,左鎮段,557-5,120.4083817634,23.0553871541
374,D31,左鎮區,6754,左鎮段,557-6,120.4081639231,23.0559158531
